BSC;Site;Nom secteur;Nbre TRX;ID;LAC;Longitude;Latitude
BZBSC2;KIBAMBA;KIBABA2;2;15 902;15;"14°4'1,2""E";"3°49'0,08""S"
PNBSC2;KIBANGOU;KIBNGU1;2;22 121;22;"12°19'16,04""E";"3°28'51,19""S"
PNBSC2;KIBANGOU;KIBNGU2;2;22 122;22;"12°19'16,04""E";"3°28'51,19""S"
PNBSC2;KIBANGOU;KIBNGU3;2;22 123;22;"12°19'16,04""E";"3°28'51,19""S"
PNBSC2;KIMONGO;KMONGO1;2;22 951;22;"12°54'57,3""E";"4°28'48,8""S"
PNBSC2;KIMONGO;KMONGO2;2;22 952;22;"12°54'57,3""E";"4°28'48,8""S"
PNBSC2;KIMONGO;KMONGO3;2;22 953;22;"12°54'57,3""E";"4°28'48,8""S"
BZBSC2;KIMPALANGA;KIPALA1;2;15 241;15;"13°24'42,48""E";"4°10'39,68""S"
BZBSC2;KIMPALANGA;KIPALA2;2;15 242;15;"13°24'42,48""E";"4°10'39,68""S"
BZBSC2;KIMPALANGA;KIPALA3;2;15 243;15;"13°24'42,48""E";"4°10'39,68""S"
BZBSC1;KINGOUARI;KIGUAR1;4;11 641;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC1;KINGOUARI;KIGUAR2;4;11 642;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC1;KINGOUARI;KIGUAR3;4;11 643;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC1;KINGOUARI;KIGUAR7;4;11 647;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC1;KINGOUARI;KIGUAR8;4;11 648;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC1;KINGOUARI;KIGUAR9;4;11 649;11;"15°13'37,4""E";"4°17'1,9""S"
BZBSC2;KINGOUE;KINGUE1;2;15 171;15;"14°9'17,5""E";"3°42'38,4""S"
BZBSC2;KINGOUE;KINGUE2;2;15 172;15;"14°9'17,5""E";"3°42'38,4""S"
BZBSC2;KINGOUE;KINGUE3;2;15 173;15;"14°9'17,5""E";"3°42'38,4""S"
BZBSC2;KINGOYE;KNGOYE1;4;15 121;15;"13°35'34,4""E";"4°15'51,8""S"
BZBSC2;KINGOYE;KNGOYE2;2;15 122;15;"13°35'34,4""E";"4°15'51,8""S"
BZBSC2;KINGOYE;KNGOYE3;2;15 123;15;"13°35'34,4""E";"4°15'51,8""S"
BZBSC2;KINKALA;KNKALA1;4;15 201;15;"14°47'43,1""E";"4°20'40,6""S"
BZBSC2;KINKALA;KNKALA2;4;15 202;15;"14°47'43,1""E";"4°20'40,6""S"
BZBSC2;KINKALA;KNKALA3;4;15 203;15;"14°47'43,1""E";"4°20'40,6""S"
BZBSC2;KINKALA2;KNKAL21;8;15 261;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC2;KINKALA2;KNKAL22;8;15 262;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC2;KINKALA2;KNKAL23;8;15 263;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC2;KINKALA2;KNKAL27;8;15 267;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC2;KINKALA2;KNKAL28;8;15 268;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC2;KINKALA2;KNKAL29;8;15 269;15;"14°45'20,56""E";"4°21'51,77""S"
BZBSC1;KINSOUNDI;KSUNDI1;4;11 131;11;"15°13'1,42""E";"4°17'5,75""S"
BZBSC1;KINSOUNDI;KSUNDI2;4;11 132;11;"15°13'1,42""E";"4°17'5,75""S"
BZBSC1;KINSOUNDI;KSUNDI3;4;11 133;11;"15°13'1,42""E";"4°17'5,75""S"
BZBSC1;KINSOUNDI;KSUNDI7;4;11 137;11;"15°13'1,42""E";"4°17'5,75""S"
BZBSC1;KINSOUNDI;KSUNDI8;4;11 138;11;"15°13'1,42""E";"4°17'5,75""S"
BZBSC1;KINSOUNDI;KSUNDI9;4;11 139;11;"15°13'1,42""E";"4°17'5,75""S"
PNBSC2;KISSILA;KISSIL1;4;22 141;22;"12°11'39""E";"4°26'24""S"
PNBSC3;KM4_1;KM411;4;23 371;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC3;KM4_1;KM412;4;23 372;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC3;KM4_1;KM413;4;23 373;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC3;KM4_1;KM417;8;23 377;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC3;KM4_1;KM418;4;23 378;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC3;KM4_1;KM419;8;23 379;23;"11°51'46,1""E";"4°47'44,7""S"
PNBSC1;KM4_2;KM421;4;21 411;21;"11°52'20""E";"4°48'23""S"
PNBSC1;KM4_2;KM422;2;21 412;21;"11°52'20""E";"4°48'23""S"
PNBSC1;KM4_2;KM423;4;21 413;21;"11°52'20""E";"4°48'23""S"
PNBSC1;KM4_2;KM427;4;21 417;21;"11°52'20""E";"4°48'23""S"
PNBSC1;KM4_2;KM428;2;21 418;21;"11°52'20""E";"4°48'23""S"
PNBSC1;KM4_2;KM429;4;21 419;21;"11°52'20""E";"4°48'23""S"
PNBSC2;KOLA;KOLA1;2;22 151;22;"12°3'53,8""E";"3°50'2,5""S"
PNBSC2;KOLA;KOLA2;2;22 152;22;"12°3'53,8""E";"3°50'2,5""S"
PNBSC2;KOLA;KOLA3;2;22 153;22;"12°3'53,8""E";"3°50'2,5""S"
PNBSC2;KOMONO;KOMONO1;2;22 611;22;"13°17'21,7""E";"3°14'58,2""S"
PNBSC2;KOMONO;KOMONO2;2;22 612;22;"13°17'21,7""E";"3°14'58,2""S"
PNBSC2;KOMONO;KOMONO3;2;22 613;22;"13°17'21,7""E";"3°14'58,2""S"
PNBSC1;KOUNDJI;KOUNDJ1;2;21 421;21;"12°7'10,42""E";"4°50'29,54""S"
PNBSC1;KOUNDJI;KOUNDJ2;2;21 422;21;"12°7'10,42""E";"4°50'29,54""S"
PNBSC1;KOUNDJI;KOUNDJ3;2;21 423;21;"12°7'10,42""E";"4°50'29,54""S"
BZBSC1;LABASE;BASE11;4;11 021;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LABASE;BASE12;4;11 022;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LABASE;BASE13;4;11 023;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LABASE;BASE17;4;11 027;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LABASE;BASE18;4;11 028;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LABASE;BASE19;4;11 029;11;"15°14'39,08""E";"4°14'40,77""S"
BZBSC1;LAC;LAC1;4;11 141;11;"15°9'23,36""E";"4°19'30""S"
BZBSC1;LAC;LAC2;4;11 142;11;"15°9'23,36""E";"4°19'30""S"
BZBSC1;LAC;LAC3;4;11 143;11;"15°9'23,36""E";"4°19'30""S"
BZBSC1;LAC;LAC7;4;11 147;11;"15°9'23,36""E";"4°19'30""S"
BZBSC1;LAC;LAC8;4;11 148;11;"15°9'23,36""E";"4°19'30""S"
BZBSC1;LAC;LAC9;4;11 149;11;"15°9'23,36""E";"4°19'30""S"
BZBSC2;LEKANA;LEKANA1;2;12 481;12;"14°34'46""E";"2°19'33,6""S"
BZBSC2;LEKANA;LEKANA2;2;12 482;12;"14°34'46""E";"2°19'33,6""S"
BZBSC2;LEKANA;LEKANA3;2;12 483;12;"14°34'46""E";"2°19'33,6""S"
BZBSC2;LEKETI;LEKETI1;2;12 491;12;"14°57'7,88""E";"1°35'7,4""S"
BZBSC2;LEKETI;LEKETI2;2;12 492;12;"14°57'7,88""E";"1°35'7,4""S"
BZBSC2;LEKETI;LEKETI3;2;12 493;12;"14°57'7,88""E";"1°35'7,4""S"
PNBSC2;LESSARA;LESARA1;2;22 631;22;"12°21'16""E";"4°21'52,98""S"
PNBSC2;LESSARA;LESARA2;2;22 632;22;"12°21'16""E";"4°21'52,98""S"
PNBSC2;LESSARA;LESARA3;2;22 633;22;"12°21'16""E";"4°21'52,98""S"
PNBSC2;LIAMBO;LIAMBO1;2;22 161;22;"11°58'48""E";"4°39'1""S"
PNBSC2;LIAMBO;LIAMBO2;2;22 162;22;"11°58'48""E";"4°39'1""S"
PNBSC2;LIAMBO;LIAMBO3;2;22 163;22;"11°58'48""E";"4°39'1""S"
BZBSC3;LIFOULA;LIFUL1;2;13 421;13;"15°22'9,8""E";"4°5'11,6""S"
BZBSC3;LIFOULA;LIFUL2;2;13 422;13;"15°22'9,8""E";"4°5'11,6""S"
BZBSC3;LIFOULA;LIFUL3;2;13 423;13;"15°22'9,8""E";"4°5'11,6""S"
BZBSC2;LINZOLO;LINZOL1;4;15 001;15;"15°7'39,5""E";"4°24'10,3""S"
BZBSC2;LINZOLO;LINZOL2;2;15 002;15;"15°7'39,5""E";"4°24'10,3""S"
BZBSC2;LINZOLO;LINZOL3;4;15 003;15;"15°7'39,5""E";"4°24'10,3""S"
BZBSC2;LIOUESSO;LIOESO1;4;12 991;12;"15°41'41,28""E";"1°2'28,72""N"
BZBSC2;LIOUESSO;LIOESO2;4;12 992;12;"15°41'41,28""E";"1°2'28,72""N"
BZBSC2;LIRANGA;LIRANG1;2;12 861;12;"17°36'38,62""E";"0°39'19,92""S"
BZBSC2;LIRANGA;LIRANG2;2;12 862;12;"17°36'38,62""E";"0°39'19,92""S"
BZBSC2;LIRANGA;LIRANG3;2;12 863;12;"17°36'38,62""E";"0°39'19,92""S"
PNBSC3;LOANDJILI;LOANDI1;4;23 381;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANDJILI;LOANDI2;4;23 382;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANDJILI;LOANDI3;4;23 383;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANDJILI;LOANDI7;4;23 387;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANDJILI;LOANDI8;4;23 388;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANDJILI;LOANDI9;4;23 389;23;"11°52'27,3""E";"4°46'0,3""S"
PNBSC3;LOANGO;LOUANG1;2;23 391;23;"11°50'3,7""E";"4°40'36""S"
PNBSC3;LOANGO;LOUANG2;2;23 392;23;"11°50'3,7""E";"4°40'36""S"
PNBSC3;LOANGO;LOUANG3;2;23 393;23;"11°50'3,7""E";"4°40'36""S"
HWBSC01;LOLA;LOLA1;2;14 061;14;"16°47'58,56""E";"3°17'8,99""N"
HWBSC01;LOLA;LOLA2;2;14 062;14;"16°47'58,56""E";"3°17'8,99""N"
PNBSC2;LONDELAKAYES;LONDE1;2;22 171;22;"13°23'49,87""E";"4°49'17,91""S"
PNBSC2;LONDELAKAYES;LONDE2;2;22 172;22;"13°23'49,87""E";"4°49'17,91""S"
PNBSC2;LONDELAKAYES;LONDE3;2;22 173;22;"13°23'49,87""E";"4°49'17,91""S"
HWBSC01;LOPOLA;LOPOLA1;2;14 051;14;"16°59'27,96""E";"3°4'17,51""N"
HWBSC01;LOPOLA;LOPOLA2;2;14 052;14;"16°59'27,96""E";"3°4'17,51""N"
HWBSC01;LOPOLA;LOPOLA3;2;14 053;14;"16°59'27,96""E";"3°4'17,51""N"
PNBSC2;LOUDIMA;LUDIMA1;2;22 181;22;"13°3'53,2""E";"4°6'32,1""S"
PNBSC2;LOUDIMA;LUDIMA2;4;22 182;22;"13°3'53,2""E";"4°6'32,1""S"
PNBSC2;LOUDIMA;LUDIMA3;6;22 183;22;"13°3'53,2""E";"4°6'32,1""S"
BZBSC2;LOUINGUI;LUINGI1;4;15 301;15;"14°41'27,1""E";"4°33'50,1""S"
BZBSC2;LOUINGUI;LUINGI2;4;15 302;15;"14°41'27,1""E";"4°33'50,1""S"
BZBSC2;LOUINGUI;LUINGI3;4;15 303;15;"14°41'27,1""E";"4°33'50,1""S"
BZBSC2;LOUKOLELA;LUKOLE1;2;12 871;12;"17°6'50,5""E";"1°2'16""S"
BZBSC2;LOUKOLELA;LUKOLE2;2;12 872;12;"17°6'50,5""E";"1°2'16""S"
BZBSC2;LOUKOLELA;LUKOLE3;2;12 873;12;"17°6'50,5""E";"1°2'16""S"
HWBSC01;LOUNDOUNGOU;LUDUGU1;2;14 171;14;"17°2'37,32""E";"2°27'13,72""N"
HWBSC01;LOUNDOUNGOU;LUDUGU2;2;14 172;14;"17°2'37,32""E";"2°27'13,72""N"
HWBSC01;LOUNDOUNGOU;LUDUGU3;2;14 173;14;"17°2'37,32""E";"2°27'13,72""N"
HWBSC01;LOUNDOUNGOU2;LUDUG21;2;14 011;14;"17°1'40,7""E";"2°24'54""N"
HWBSC01;LOUNDOUNGOU2;LUDUG22;2;14 012;14;"17°1'40,7""E";"2°24'54""N"
PNBSC1;LOUSSALA;LOUSA1;2;21 431;21;"11°55'37""E";"4°47'26""S"
PNBSC1;LOUSSALA;LOUSA2;4;21 432;21;"11°55'37""E";"4°47'26""S"
PNBSC1;LOUSSALA;LOUSA3;2;21 433;21;"11°55'37""E";"4°47'26""S"
PNBSC1;LOUSSALA;LOUSA7;2;21 437;21;"11°55'37""E";"4°47'26""S"
PNBSC1;LOUSSALA;LOUSA8;2;21 438;21;"11°55'37""E";"4°47'26""S"
PNBSC1;LOUSSALA;LOUSA9;4;21 439;21;"11°55'37""E";"4°47'26""S"
BZBSC2;LOUTETE;LOUTET1;2;15 131;15;"13°51'50,7""E";"4°17'41,3""S"
BZBSC2;LOUTETE;LOUTET2;6;15 132;15;"13°51'50,7""E";"4°17'41,3""S"
BZBSC2;LOUTETE;LOUTET3;4;15 133;15;"13°51'50,7""E";"4°17'41,3""S"
PNBSC2;LOUVAKOU;LUVAKO1;2;22 201;22;"12°36'8,6""E";"3°57'39,9""S"
PNBSC2;LOUVAKOU;LUVAKO2;2;22 202;22;"12°36'8,6""E";"3°57'39,9""S"
PNBSC2;LOUVAKOU;LUVAKO3;2;22 203;22;"12°36'8,6""E";"3°57'39,9""S"
PNBSC2;LOUVOULOU;LUVULU1;2;22 971;22;"12°8'27,6""E";"4°22'7,7""S"
PNBSC2;LOUVOULOU;LUVULU2;2;22 972;22;"12°8'27,6""E";"4°22'7,7""S"
PNBSC2;LOUVOULOU;LUVULU3;2;22 973;22;"12°8'27,6""E";"4°22'7,7""S"
BZBSC3;LYCEE_SANKARA;SANKA1;4;13 261;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC3;LYCEE_SANKARA;SANKA2;4;13 262;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC3;LYCEE_SANKARA;SANKA3;4;13 263;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC3;LYCEE_SANKARA;SANKA7;12;13 267;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC3;LYCEE_SANKARA;SANKA8;8;13 268;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC3;LYCEE_SANKARA;SANKA9;12;13 269;13;"15°15'51,01""E";"4°12'24,8""S"
BZBSC2;MABOMBO;MABOMB1;2;15 231;15;"13°34'10,3""E";"3°58'6,7""S"
BZBSC2;MABOMBO;MABOMB2;2;15 232;15;"13°34'10,3""E";"3°58'6,7""S"
BZBSC2;MABOMBO;MABOMB3;2;15 233;15;"13°34'10,3""E";"3°58'6,7""S"
BZBSC1;MADIBOU1;MADIB11;4;11 161;11;"15°11'9,38""E";"4°18'37,33""S"
BZBSC1;MADIBOU1;MADIB12;4;11 162;11;"15°11'9,38""E";"4°18'37,33""S"
BZBSC1;MADIBOU1;MADIB13;4;11 163;11;"15°11'9,38""E";"4°18'37,33""S"
BZBSC1;MADIBOU2;MADIB21;4;11 421;11;"15°10'42,42""E";"4°19'21,68""S"
BZBSC1;MADIBOU2;MADIB22;2;11 422;11;"15°10'42,42""E";"4°19'21,68""S"
BZBSC1;MADIBOU2;MADIB23;2;11 423;11;"15°10'42,42""E";"4°19'21,68""S"
PNBSC3;MADINGOKAYES;MKAYE1;4;23 431;23;"11°42'7,02""E";"4°26'0,36""S"
PNBSC3;MADINGOKAYES;MKAYE2;4;23 432;23;"11°42'7,02""E";"4°26'0,36""S"
BZBSC2;MADINGOU;MADIGU1;6;15 141;15;"13°32'40""E";"4°9'49""S"
BZBSC2;MADINGOU;MADIGU2;6;15 142;15;"13°32'40""E";"4°9'49""S"
BZBSC2;MADINGOU;MADIGU3;2;15 143;15;"13°32'40""E";"4°9'49""S"
BZBSC2;MADZIA;MADZIA1;2;15 021;15;"14°47'50,64""E";"4°11'5,71""S"
BZBSC2;MADZIA;MADZIA2;2;15 022;15;"14°47'50,64""E";"4°11'5,71""S"
BZBSC2;MADZIA;MADZIA3;2;15 023;15;"14°47'50,64""E";"4°11'5,71""S"
PNBSC2;MAKABANA;MKBANA1;2;22 341;22;"12°37'11,9""E";"3°29'6,1""S"
PNBSC2;MAKABANA;MKBANA2;2;22 342;22;"12°37'11,9""E";"3°29'6,1""S"
PNBSC2;MAKABANA;MKBANA3;2;22 343;22;"12°37'11,9""E";"3°29'6,1""S"
BZBSC3;MAKABANDILOU;MAKAB1;4;13 671;13;"15°17'19,1""E";"4°8'34,84""S"
BZBSC3;MAKABANDILOU;MAKAB2;4;13 672;13;"15°17'19,1""E";"4°8'34,84""S"
BZBSC3;MAKABANDILOU;MAKAB3;2;13 673;13;"15°17'19,1""E";"4°8'34,84""S"
BZBSC2;MAKANA;MAKANA1;4;15 221;15;"15°5'44,27""E";"4°20'10,18""S"
BZBSC2;MAKANA;MAKANA2;4;15 222;15;"15°5'44,27""E";"4°20'10,18""S"
BZBSC2;MAKANA;MAKANA3;4;15 223;15;"15°5'44,27""E";"4°20'10,18""S"
PNBSC3;MAKAYA;MAKAYA1;4;23 081;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYA;MAKAYA2;4;23 082;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYA;MAKAYA3;4;23 083;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYA;MAKAYA7;4;23 087;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYA;MAKAYA8;2;23 088;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYA;MAKAYA9;4;23 089;23;"11°53'36,2""E";"4°46'0,2""S"
PNBSC3;MAKAYABOU1;MAKAYB1;2;23 421;23;"11°53'13""E";"4°45'16""S"
PNBSC3;MAKAYABOU1;MAKAYB2;4;23 422;23;"11°53'13""E";"4°45'16""S"
PNBSC3;MAKAYABOU1;MAKAYB3;4;23 423;23;"11°53'13""E";"4°45'16""S"
PNBSC3;MAKAYABOU1;MAKAYB7;2;23 427;23;"11°53'13""E";"4°45'16""S"
PNBSC3;MAKAYABOU1;MAKAYB8;4;23 428;23;"11°53'13""E";"4°45'16""S"
PNBSC3;MAKAYABOU1;MAKAYB9;4;23 429;23;"11°53'13""E";"4°45'16""S"
BZBSC2;MAKOKO;MAKOKO1;2;12 501;12;"15°30'21,9""E";"0°49'44,3""N"
BZBSC2;MAKOKO;MAKOKO2;2;12 502;12;"15°30'21,9""E";"0°49'44,3""N"
PNBSC2;MAKOLA;MAKOLA1;2;22 231;22;"12°3'8,2""E";"4°34'49,25""S"
PNBSC2;MAKOLA;MAKOLA2;2;22 232;22;"12°3'8,2""E";"4°34'49,25""S"
PNBSC2;MAKOLA;MAKOLA3;2;22 233;22;"12°3'8,2""E";"4°34'49,25""S"
BZBSC2;MAKOTIMPOKO;MAKOTI1;2;12 881;12;"16°18'26,49""E";"2°0'1,37""S"
BZBSC2;MAKOTIMPOKO;MAKOTI2;2;12 882;12;"16°18'26,49""E";"2°0'1,37""S"
BZBSC2;MAKOTIMPOKO;MAKOTI3;2;12 883;12;"16°18'26,49""E";"2°0'1,37""S"
BZBSC2;MAKOUA;MAKOUA1;4;12 511;12;"15°37'24""E";"0°0'18""S"
BZBSC2;MAKOUA;MAKOUA2;4;12 512;12;"15°37'24""E";"0°0'18""S"
BZBSC2;MAKOUA;MAKOUA3;4;12 513;12;"15°37'24""E";"0°0'18""S"
PNBSC2;MALELE;MALELE1;2;22 251;22;"12°8'35,8""E";"4°25'26,1""S"
PNBSC2;MALELE;MALELE2;2;22 252;22;"12°8'35,8""E";"4°25'26,1""S"
PNBSC2;MALELE;MALELE3;2;22 253;22;"12°8'35,8""E";"4°25'26,1""S"
PNBSC2;MALOLO;MALOLO1;2;22 261;22;"12°35'7,9""E";"3°49'42,9""S"
PNBSC2;MALOLO;MALOLO2;2;22 262;22;"12°35'7,9""E";"3°49'42,9""S"
PNBSC2;MALOLO;MALOLO3;2;22 263;22;"12°35'7,9""E";"3°49'42,9""S"
BZBSC3;MALOUKOU;MALOUK1;4;13 701;13;"15°35'31,7""E";"4°0'17,4""S"
BZBSC3;MALOUKOU;MALOUK2;2;13 702;13;"15°35'31,7""E";"4°0'17,4""S"
BZBSC3;MALOUKOU;MALOUK3;2;13 703;13;"15°35'31,7""E";"4°0'17,4""S"
BZBSC3;MANDELA;MANDEL1;2;13 101;13;"15°16'50,6""E";"4°16'15,9""S"
BZBSC3;MANDELA;MANDEL2;2;13 102;13;"15°16'50,6""E";"4°16'15,9""S"
BZBSC3;MANDELA;MANDEL3;2;13 103;13;"15°16'50,6""E";"4°16'15,9""S"
BZBSC3;MANDELA;MANDEL7;4;13 107;13;"15°16'50,6""E";"4°16'15,9""S"
BZBSC3;MANDELA;MANDEL8;4;13 108;13;"15°16'50,6""E";"4°16'15,9""S"
BZBSC3;MANDELA;MANDEL9;4;13 109;13;"15°16'50,6""E";"4°16'15,9""S"
PNBSC2;MANGAKALE;MNGAKA1;2;22 781;22;"12°48'39,9""E";"4°20'42,8""S"
PNBSC2;MANGAKALE;MNGAKA2;2;22 782;22;"12°48'39,9""E";"4°20'42,8""S"
PNBSC2;MANGAKALE;MNGAKA3;2;22 783;22;"12°48'39,9""E";"4°20'42,8""S"
BZBSC2;MAPATI;MAPATI1;2;15 251;15;"13°20'56,4""E";"3°31'47,1""S"
BZBSC2;MAPATI;MAPATI2;2;15 252;15;"13°20'56,4""E";"3°31'47,1""S"
BZBSC2;MAPATI;MAPATI3;2;15 253;15;"13°20'56,4""E";"3°31'47,1""S"
BZBSC3;MARCHE_INTENDANCE;INTEND1;4;13 211;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_INTENDANCE;INTEND2;4;13 212;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_INTENDANCE;INTEND3;4;13 213;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_INTENDANCE;INTEND7;4;13 217;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_INTENDANCE;INTEND8;4;13 218;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_INTENDANCE;INTEND9;4;13 219;13;"15°17'13,9""E";"4°14'9,3""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS1;4;13 301;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS2;4;13 302;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS3;4;13 303;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS7;4;13 307;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS8;4;13 308;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MASSENGO(harran);MARMAS9;4;13 309;13;"15°15'16,5""E";"4°10'31,1""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI1;4;13 151;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI2;4;13 152;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI3;4;13 153;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI7;4;13 157;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI8;4;13 158;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_MOUNGALI;MRMGLI9;4;13 159;13;"15°16'40,4""E";"4°15'27,5""S"
BZBSC3;MARCHE_TALANGAI;MRTAL1;4;13 021;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC3;MARCHE_TALANGAI;MRTAL2;4;13 022;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC3;MARCHE_TALANGAI;MRTAL3;4;13 023;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC3;MARCHE_TALANGAI;MRTAL7;4;13 027;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC3;MARCHE_TALANGAI;MRTAL8;4;13 028;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC3;MARCHE_TALANGAI;MRTAL9;4;13 029;13;"15°17'23,93""E";"4°13'36,55""S"
BZBSC2;MASSA;MASSA1;4;12 521;12;"15°27'39,8""E";"3°47'4,9""S"
BZBSC2;MASSA;MASSA2;2;12 522;12;"15°27'39,8""E";"3°47'4,9""S"
BZBSC2;MASSA;MASSA3;2;12 523;12;"15°27'39,8""E";"3°47'4,9""S"
BZBSC1;MASSAMBA;MASAMB1;4;11 791;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC1;MASSAMBA;MASAMB2;2;11 792;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC1;MASSAMBA;MASAMB3;2;11 793;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC1;MASSAMBA;MASAMB7;4;11 797;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC1;MASSAMBA;MASAMB8;4;11 798;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC1;MASSAMBA;MASAMB9;4;11 799;11;"15°14'33,12""E";"4°15'57,83""S"
BZBSC3;MASSENGO;MASENG1;2;13 081;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC3;MASSENGO;MASENG2;4;13 082;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC3;MASSENGO;MASENG3;4;13 083;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC3;MASSENGO;MASENG7;2;13 087;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC3;MASSENGO;MASENG8;4;13 088;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC3;MASSENGO;MASENG9;4;13 089;13;"15°16'6,96""E";"4°10'5,16""S"
BZBSC1;MASSINA;MASSNA1;4;11 171;11;"15°13'21,22""E";"4°16'12,36""S"
BZBSC1;MASSINA;MASSNA2;4;11 172;11;"15°13'21,22""E";"4°16'12,36""S"
BZBSC1;MASSINA;MASSNA3;2;11 173;11;"15°13'21,22""E";"4°16'12,36""S"
BZBSC1;MASSINA;MASSNA7;4;11 177;11;"15°13'21,22""E";"4°16'12,36""S"
BZBSC1;MASSINA;MASSNA8;4;11 178;11;"15°13'21,22""E";"4°16'12,36""S"
BZBSC1;MASSINA;MASSNA9;4;11 179;11;"15°13'21,22""E";"4°16'12,36""S"
PNBSC2;MATOTO;MATOT1;2;22 831;22;"12°43'25,32""E";"2°30'13,5""S"
PNBSC2;MATOTO;MATOT2;2;22 832;22;"12°43'25,32""E";"2°30'13,5""S"
PNBSC2;MATOTO;MATOT3;2;22 833;22;"12°43'25,32""E";"2°30'13,5""S"
BZBSC2;MATOUMBOU;MATUMB1;2;15 041;15;"14°42'38,5""E";"4°15'34""S"
BZBSC2;MATOUMBOU;MATUMB2;2;15 042;15;"14°42'38,5""E";"4°15'34""S"
